sound name,total duration,intensity,spectraltilt,median F0,mean F0,sd F0,min F0,max F0,number pulses,number periods,mean periods,sd period,fraction of locally unvoiced frames,fraction,number of voice breaks,degree of voice breaks,degree,jitter local,jitter local abs,jitter rap,jitter ppq5,shimmer local,shimmer local db,shimmer apq3,shimmer apq5,shimmer apq11,mean autocorr,mean NHR,mean HNR,F1,F2,F3,F4
3548_,1.065,36.791,-16.866, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,95.968,of locally unvoiced frames: 95.968%   (119 / 124),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,762.509,1846.609,2928.691,3937.775
3552_TÁ_single,0.443,70.055,-14.506,130.812,156.001,53.097,119.157,315.449,68,67,6.355,1.855,0,of locally unvoiced frames: 0   (0 / 50),0,0,of voice breaks: 0   (0 seconds / 0.442549 seconds),1.86,118.189,0.538,0.731,6.448,0.714,2.473,3.948,7.197,0.906,0.118,12.962,812.38,1528.945,2710.76,3941.142
3556_,2.144,30.629,-12.513, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,1,0, --undefined-- , --undefined-- ,100,of locally unvoiced frames: 100.000%   (254 / 254),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined-- ,837.506,1867.436,2952.526,3945.752
3560_TÃ_single,0.462,71.028,-16.764,191.831,187.805,16.412,153.755,210.434,82,80,5.329,0.467,5.769,of locally unvoiced frames: 5.769%   (3 / 52),1,3.562,of voice breaks: 3.562%   (0.016451 seconds / 0.461830 seconds),1.588,84.609,0.767,0.79,8.264,0.697,3.603,4.756,7.86,0.928,0.138,15.664,698.874,1542.135,2593.968,3738.652
3564_,0.828,25.695,-14.052,96.142,96.142, --undefined-- ,96.142,96.142,1,0, --undefined-- , --undefined-- ,85.417,of locally unvoiced frames: 85.417%   (82 / 96),0,0,of voice breaks: 0   (0 seconds / 0 seconds), --undefined-- , --undefined-- , --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.895,0.117,9.301,800.607,1816.758,2885.526,3940.121
3568_TÃ_single,0.483,70.466,-16.669,190.585,184.869,16.244,157.448,204.311,80,78,5.429,0.497,5.556,of locally unvoiced frames: 5.556%   (3 / 54),1,7.508,of voice breaks: 7.508%   (0.036271 seconds / 0.483098 seconds),0.944,51.244,0.332,0.39,8.027,0.646,3.84,3.164,3.56,0.938,0.086,17.59,670.73,1540.564,2553.281,3727.66
3572_,1.932,27.188,-11.709,150.472,153.134,12.007,140.264,170.01,6,5,6.476,0.631,95.614,of locally unvoiced frames: 95.614%   (218 / 228),0,0,of voice breaks: 0   (0 seconds / 1.932167 seconds),12.323,798.029,10.15,15.377,29.545,3.422,10.448, --undefined-- , --undefined-- ,0.646,0.559,2.658,784.137,1814.663,2910.636,3901.959
3576_TA_single,0.511,72.152,-15.23,147.915,147.286,2.801,137.976,151.222,73,72,6.796,0.146,0,of locally unvoiced frames: 0   (0 / 58),0,0,of voice breaks: 0   (0 seconds / 0.510722 seconds),0.667,45.329,0.327,0.338,3.138,0.381,0.86,0.863,1.797,0.979,0.023,19.999,788.333,1620.304,2638.702,3824.78
3580_,0.956,35.025,-17.214,129.995,129.995, --undefined-- ,129.995,129.995,3,2,7.487,0.432,90.991,of locally unvoiced frames: 90.991%   (101 / 111),0,0,of voice breaks: 0   (0 seconds / 0.956139 seconds),8.157,610.674, --undefined-- , --undefined-- , --undefined--, --undefined-- , --undefined-- , --undefined-- , --undefined-- ,0.862,0.16,7.951,786.754,1829.548,2947.898,3987.936
3584_TA_single,0.544,71.98,-16.145,142.117,142.694,7.643,125.104,151.861,76,75,7.01,0.396,0,of locally unvoiced frames: 0   (0 / 62),0,0,of voice breaks: 0   (0 seconds / 0.544212 seconds),0.683,47.897,0.337,0.286,3.217,0.423,0.839,0.953,1.911,0.981,0.022,20.204,827.67,1672.414,2773.587,4033.553
